#Gumbel
#Command used:	python transit.py
#FDR Corrected thresholds: 0.989800, 0.038400
#MH Acceptance-Rate:	45.72%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.280561
#Time: 143.290342808
#Orf	Name	Desc	k	n	r	s	zbar	Call
Rv3490	otsA	PROBABLE ALPHA, ALPHA-TREHALOSE-PHOSPHATE SYNTHASE 	1	29	21	881	1.000000	E
Rv3491	-	hypothetical protein Rv3491 	8	10	1	2	0.000000	NE
Rv3492c	-	CONSERVED HYPOTHETICAL MCE ASSOCIATED PROTEIN 	5	9	2	8	0.000000	NE
Rv3493c	-	CONSERVED HYPOTHETICAL MCE ASSOCIATED ALANINE AND VALINE RICH PROTEIN 	5	9	2	33	0.000000	NE
Rv3494c	mce4F	MCE-FAMILY PROTEIN MCE4F 	15	23	2	18	0.000000	NE
Rv3495c	lprN	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRN (MCE-FAMILY LIPOPROTEIN MCE4E) 	7	10	2	91	0.000000	NE
Rv3496c	mce4D	MCE-FAMILY PROTEIN MCE4D 	21	25	3	51	0.000000	NE
Rv3497c	mce4C	MCE-FAMILY PROTEIN MCE4C 	11	13	1	2	0.000000	NE
Rv3498c	mce4B	MCE-FAMILY PROTEIN MCE4B 	8	11	2	68	0.000000	NE
Rv3499c	mce4A	MCE-FAMILY PROTEIN MCE4A 	21	31	2	27	0.000000	NE
Rv3500c	yrbE4B	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE4B 	13	18	2	71	0.000000	NE
Rv3501c	yrbE4A	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE4A 	6	8	1	2	0.000000	NE
Rv3502c	fabG	3-ketoacyl-(acyl-carrier-protein) reductase 	6	10	1	2	0.000000	NE
Rv3503c	fdxD	PROBABLE FERREDOXIN FDXD 	2	2	0	0	-1.000000	S
Rv3504	fadE26	PROBABLE ACYL-CoA DEHYDROGENASE FADE26 	15	18	1	2	0.000000	NE
Rv3505	fadE27	PROBABLE ACYL-CoA DEHYDROGENASE FADE27 	5	12	4	231	0.000200	NE
Rv3506	fadD17	acyl-CoA synthetase 	18	23	1	2	0.000000	NE
Rv3507	PE_PGRS53	PE-PGRS FAMILY PROTEIN 	18	35	4	155	0.000000	NE
Rv3508	PE_PGRS54	PE-PGRS FAMILY PROTEIN 	5	21	10	3256	1.000000	E
Rv3509c	ilvX	hypothetical protein Rv3509c 	17	21	1	2	0.000000	NE
Rv3510c	-	hypothetical protein Rv3510c 	12	15	2	33	0.000000	NE
Rv3511	PE_PGRS55	PE-PGRS FAMILY PROTEIN 	17	21	3	209	0.000000	NE
Rv3512	PE_PGRS56	PE-PGRS FAMILY PROTEIN 	11	26	4	338	0.053800	U
Rv3513c	fadD18	PROBABLE FATTY-ACID-CoA LIGASE FADD18 (FRAGMENT) (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	4	4	0	0	-1.000000	S
Rv3514	PE_PGRS57	PE-PGRS FAMILY PROTEIN 	1	11	8	2030	1.000000	E
Rv3515c	fadD19	acyl-CoA synthetase 	17	19	1	2	0.000000	NE
Rv3516	echA19	enoyl-CoA hydratase 	3	7	1	2	0.000000	NE
Rv3517	-	hypothetical protein Rv3517 	10	15	3	31	0.000000	NE
Rv3518c	cyp142	PROBABLE CYTOCHROME P450 MONOOXYGENASE 142 CYP142 	3	12	4	376	0.283800	U
Rv3519	-	hypothetical protein Rv3519 	8	10	1	2	0.000000	NE
Rv3520c	-	POSSIBLE COENZYME F420-DEPENDENT OXIDOREDUCTASE 	13	14	1	2	0.000000	NE
Rv3521	-	hypothetical protein Rv3521 	11	12	1	2	0.000000	NE
Rv3522	ltp4	lipid-transfer protein 	14	17	1	2	0.000000	NE
Rv3523	ltp3	acetyl-CoA acetyltransferase 	9	14	2	114	0.000000	NE
Rv3524	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	14	16	1	2	0.000000	NE
Rv3525c	-	POSSIBLE SIDEROPHORE-BINDING PROTEIN 	6	8	1	2	0.000000	NE
Rv3526	-	POSSIBLE OXIDOREDUCTASE 	14	20	2	44	0.000000	NE
Rv3527	-	hypothetical protein Rv3527 	4	6	1	2	0.000000	NE
Rv3528c	-	hypothetical protein Rv3528c 	5	33	12	177	0.008700	NE
Rv3529c	-	hypothetical protein Rv3529c 	13	25	4	61	0.000000	NE
Rv3530c	-	short chain dehydrogenase 	6	16	4	139	0.000000	NE
Rv3531c	-	hypothetical protein Rv3531c 	15	22	3	19	0.000000	NE
Rv3532	PPE61	PPE FAMILY PROTEIN 	16	17	1	2	0.000000	NE
Rv3533c	PPE62	PPE FAMILY PROTEIN 	8	16	4	488	0.199800	U
Rv3534c	-	4-hydroxy-2-ketovalerate aldolase 	6	7	1	2	0.000000	NE
Rv3535c	-	acetaldehyde dehydrogenase 	8	10	1	2	0.000000	NE
Rv3536c	-	PROBABLE HYDRATASE 	5	8	1	2	0.000000	NE
Rv3537	-	3-ketosteroid-delta-1-dehydrogenase 	11	35	8	224	0.002200	NE
Rv3538	-	PROBABLE DEHYDROGENASE 	3	11	3	72	0.000000	NE
Rv3539	PPE63	PPE FAMILY PROTEIN 	15	26	3	91	0.000000	NE
Rv3540c	ltp2	lipid-transfer protein 	7	15	2	42	0.000000	NE
Rv3541c	-	hypothetical protein Rv3541c 	1	7	4	85	0.000000	NE
Rv3542c	-	hypothetical protein Rv3542c 	9	13	1	2	0.000000	NE
Rv3543c	fadE29	PROBABLE ACYL-CoA DEHYDROGENASE FADE29 	6	15	3	82	0.000000	NE
Rv3544c	fadE28	PROBABLE ACYL-CoA DEHYDROGENASE FADE28 	12	16	2	28	0.000000	NE
Rv3545c	cyp125	PROBABLE CYTOCHROME P450 125 CYP125 	11	19	2	68	0.000000	NE
Rv3546	fadA5	acetyl-CoA acetyltransferase 	4	4	0	0	0.000000	NE
Rv3547	-	hypothetical protein Rv3547 	12	12	0	0	0.000000	NE
Rv3548c	-	short chain dehydrogenase 	4	7	1	2	0.000000	NE
Rv3549c	-	short chain dehydrogenase 	5	10	2	23	0.000000	NE
Rv3550	echA20	enoyl-CoA hydratase 	4	5	1	2	0.000000	NE
Rv3551	-	POSSIBLE COA-TRANSFERASE (ALPHA SUBUNIT) 	6	14	4	93	0.000000	NE
Rv3552	-	POSSIBLE COA-TRANSFERASE (BETA SUBUNIT) 	4	9	2	50	0.000000	NE
Rv3553	-	POSSIBLE OXIDOREDUCTASE 	5	7	2	19	0.000000	NE
Rv3554	fdxB	POSSIBLE ELECTRON TRANSFER PROTEIN FDXB 	19	25	2	248	0.000100	NE
Rv3555c	-	hypothetical protein Rv3555c 	5	12	3	135	0.000000	NE
Rv3556c	fadA6	acetyl-CoA acetyltransferase 	4	12	5	465	0.602100	U
Rv3557c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	10	15	2	34	0.000000	NE
Rv3558	PPE64	PPE FAMILY PROTEIN 	11	14	2	61	0.000000	NE
Rv3559c	-	short chain dehydrogenase 	5	6	1	2	0.000000	NE
Rv3560c	fadE30	PROBABLE ACYL-CoA DEHYDROGENASE FADE30 	10	13	1	2	0.000000	NE
Rv3561	fadD3	acyl-CoA synthetase 	8	10	1	2	0.000000	NE
Rv3562	fadE31	PROBABLE ACYL-CoA DEHYDROGENASE FADE31 	4	12	4	88	0.000000	NE
Rv3563	fadE32	PROBABLE ACYL-CoA DEHYDROGENASE FADE32 	8	9	1	2	0.000000	NE
Rv3564	fadE33	PROBABLE ACYL-CoA DEHYDROGENASE FADE33 	5	10	2	54	0.000000	NE
Rv3565	aspB	aspartate aminotransferase 	3	16	8	425	0.973500	U
Rv3566A	-	hypothetical protein Rv3566A 	1	3	1	2	-1.000000	S
Rv3566c	nat	ARYLAMINE N-ACETYLTRANSFERASE NAT (ARYLAMINE ACETYLASE) 	5	12	2	136	0.000000	NE
Rv3567c	-	POSSIBLE OXIDOREDUCTASE 	2	8	3	92	0.000000	NE
Rv3568c	bphC	PROBABLE BIPHENYL-2,3-DIOL 1,2-DIOXYGENASE BPHC (23OHBP OXYGENASE) (2,3-DIHYDROXYBIPHENYL DIOXYGENASE) (2,3-DIHYDROXYBIPHENYL 1,2-DIOXYGENASE) (DHBD) 	10	12	1	2	0.000000	NE
Rv3569c	bphD	2-HYDROXY-6-OXO-6-PHENYLHEXA-2,4-DIENOATE HYDROLASE BPHD 	10	13	1	2	0.000000	NE
Rv3570c	-	POSSIBLE OXIDOREDUCTASE 	5	16	6	183	0.000000	NE
Rv3571	hmp	POSSIBLE HEMOGLOBINE-RELATED PROTEIN HMP 	8	11	1	2	0.000000	NE
Rv3572	-	hypothetical protein Rv3572 	6	7	1	2	0.000000	NE
Rv3573c	fadE34	PROBABLE ACYL-CoA DEHYDROGENASE FADE34 	12	20	2	33	0.000000	NE
Rv3574	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	9	12	1	2	0.000000	NE
Rv3575c	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LACI-FAMILY) 	13	16	1	2	0.000000	NE
Rv3576	lppH	POSSIBLE CONSERVED LIPOPROTEIN LPPH 	7	10	2	4	0.000000	NE
Rv3577	-	hypothetical protein Rv3577 	9	13	2	59	0.000000	NE
Rv3578	arsB2	POSSIBLE ARSENICAL PUMP INTEGRAL MEMBRANE PROTEIN ARSB2 	12	14	1	2	0.000000	NE
Rv3579c	-	POSSIBLE TRNA/RRNA METHYLTRANSFERASE 	0	10	10	703	0.999000	E
Rv3580c	cysS	cysteinyl-tRNA synthetase 	0	26	26	1179	1.000000	E
Rv3581c	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase 	0	5	5	381	0.964700	U
Rv3582c	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase 	0	10	10	511	0.999200	E
Rv3583c	-	POSSIBLE TRANSCRIPTION FACTOR 	0	7	7	291	0.998800	E
Rv3584	lpqE	POSSIBLE CONSERVED LIPOPROTEIN LPQE 	3	5	2	57	0.000000	NE
Rv3585	radA	DNA repair protein RadA 	14	18	2	176	0.000000	NE
Rv3586	-	hypothetical protein Rv3586 	9	13	2	79	0.000000	NE
Rv3587c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	0	12	12	696	0.999900	E
Rv3588c	-	CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE) 	0	7	7	538	0.989700	U
Rv3589	mutY	PROBABLE ADENINE GLYCOSYLASE MUTY 	10	14	2	40	0.000000	NE
Rv3590c	PE_PGRS58	PE-PGRS FAMILY PROTEIN 	13	19	3	70	0.000000	NE
Rv3591c	-	POSSIBLE HYDROLASE 	9	14	2	45	0.000000	NE
Rv3592	TB11.2	hypothetical protein Rv3592 	2	2	0	0	-1.000000	S
Rv3593	lpqF	PROBABLE CONSERVED LIPOPROTEIN LPQF 	0	16	16	903	1.000000	E
Rv3594	-	hypothetical protein Rv3594 	10	14	1	2	0.000000	NE
Rv3595c	PE_PGRS59	PE-PGRS FAMILY PROTEIN 	11	15	2	29	0.000000	NE
Rv3596c	clpC1	PROBABLE ATP-DEPENDENT PROTEASE ATP-BINDING SUBUNIT CLPC1 	0	25	25	1830	1.000000	E
Rv3597c	lsr2	PROBABLE IRON-REGULATED LSR2 PROTEIN PRECURSOR 	0	3	3	175	0.963800	U
Rv3598c	lysS	lysyl-tRNA synthetase 	0	30	30	1342	1.000000	E
Rv3599c	-	HYPOTHETICAL SHORT PROTEIN 	0	1	1	2	-1.000000	S
Rv3600c	-	pantothenate kinase 	10	13	1	2	0.000000	NE
Rv3601c	panD	aspartate alpha-decarboxylase 	0	8	8	333	0.999400	E
Rv3602c	panC	pantoate--beta-alanine ligase 	0	11	11	650	0.999700	E
Rv3603c	-	CONSERVED HYPOTHETICAL ALANINE AND LEUCINE RICH PROTEIN 	0	12	12	770	1.000000	E
Rv3604c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN RICH IN ALANINE AND ARGININE AND PROLINE 	0	13	13	912	1.000000	E
Rv3605c	-	PROBABLE CONSERVED SECRETED PROTEIN 	5	6	1	2	0.000000	NE
Rv3606c	folK	2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDI NE PYROPHOSPHOKINASE FOLK (7,8-DIHYDRO-6-HYDROXYMETHYLPTERIN-PYROPHOSPHOKINASE) (HPPK) (6-HYDROXYMETHYL-7,8-DIHYDROPTERIN PYROPHOSPHOKINASE) (PPPK) (2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDINE DIPHOSPHOKINASE) (7,8-DIHYDRO-6-HYDROXYMETHYLPTERIN-DIPHOSPHOKINASE) (6-HYDROXYMETHYL-7,8-DIHYDROPTERIN DIPHOSPHOKINASE) 	2	6	4	190	0.000000	NE
Rv3607c	folB	PROBABLE DIHYDRONEOPTERIN ALDOLASE FOLB (DHNA) 	0	6	6	324	0.993500	E
Rv3608c	folP1	DIHYDROPTEROATE SYNTHASE 1 FOLP (DHPS 1) (DIHYDROPTEROATE PYROPHOSPHORYLASE 1) (DIHYDROPTEROATE DIPHOSPHORYLASE 1) 	0	7	7	493	0.990700	E
Rv3609c	folE	GTP cyclohydrolase I 	0	12	12	497	1.000000	E
Rv3610c	ftsH	MEMBRANE-BOUND PROTEASE FTSH (CELL DIVISION PROTEIN) 	6	28	9	550	0.966200	U
Rv3611	-	HYPOTHETICAL ARGININE AND PROLINE RICH PROTEIN 	1	2	1	2	-1.000000	S
Rv3612c	-	hypothetical protein Rv3612c 	3	4	1	2	0.000000	NE
Rv3613c	-	hypothetical protein Rv3613c 	0	0	0	0	-1.000000	S
Rv3614c	-	hypothetical protein Rv3614c 	6	8	2	34	0.000000	NE
Rv3615c	-	hypothetical protein Rv3615c 	9	10	1	2	0.000000	NE
Rv3616c	-	CONSERVED HYPOTHETICAL ALANINE AND GLYCINE RICH PROTEIN 	12	16	2	115	0.000000	NE
Rv3617	ephA	PROBABLE EPOXIDE HYDROLASE EPHA (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	13	16	1	2	0.000000	NE
Rv3618	-	POSSIBLE MONOOXYGENASE 	16	22	2	16	0.000000	NE
Rv3619c	esxV	PUTATIVE ESAT-6 LIKE PROTEIN ESXV (ESAT-6 LIKE PROTEIN 1) 	0	0	0	0	-1.000000	S
Rv3620c	esxW	PUTATIVE ESAT-6 LIKE PROTEIN ESXW (ESAT-6 LIKE PROTEIN 10) 	0	0	0	0	-1.000000	S
Rv3621c	PPE65	PPE FAMILY PROTEIN 	9	11	1	2	0.000000	NE
Rv3622c	PE32	PE FAMILY PROTEIN 	4	4	0	0	-1.000000	S
Rv3623	lpqG	PROBABLE CONSERVED LIPOPROTEIN LPQG 	5	6	1	2	0.000000	NE
Rv3624c	hpt	hypoxanthine-guanine phosphoribosyltransferase 	0	10	10	521	0.999400	E
Rv3625c	mesJ	POSSIBLE CELL CYCLE PROTEIN MESJ 	0	7	7	758	0.990700	E
Rv3626c	-	hypothetical protein Rv3626c 	8	11	1	2	0.000000	NE
Rv3627c	-	hypothetical protein Rv3627c 	0	13	13	1178	1.000000	E
Rv3628	ppa	inorganic pyrophosphatase 	0	9	9	349	0.999600	E
Rv3629c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	14	16	1	2	0.000000	NE
Rv3630	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	13	21	2	95	0.000000	NE
Rv3631	-	POSSIBLE TRANSFERASE (POSSIBLY GLYCOSYLTRANSFERASE) 	2	5	2	366	0.333500	U
Rv3632	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	6	7	1	2	0.000000	NE
Rv3633	-	hypothetical protein Rv3633 	14	17	2	19	0.000000	NE
Rv3634c	galE1	UDP-GLUCOSE 4-EPIMERASE GALE1 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE) 	0	18	18	668	1.000000	E
Rv3635	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	0	24	24	1587	1.000000	E
Rv3636	-	POSSIBLE TRANSPOSASE 	5	5	0	0	0.000000	NE
Rv3637	-	POSSIBLE TRANSPOSASE 	4	5	1	2	0.000000	NE
Rv3638	-	transposase 	8	12	1	2	0.000000	NE
Rv3639c	-	hypothetical protein Rv3639c 	4	8	3	98	0.000000	NE
Rv3640c	-	PROBABLE TRANSPOSASE 	12	14	1	2	0.000000	NE
Rv3641c	fic	POSSIBLE CELL FILAMENTATION PROTEIN FIC 	8	9	1	2	0.000000	NE
Rv3642c	-	hypothetical protein Rv3642c 	2	2	0	0	-1.000000	S
Rv3643	-	hypothetical protein Rv3643 	8	8	0	0	0.000000	NE
Rv3644c	-	DNA polymerase III subunit delta' 	0	14	14	1024	1.000000	E
Rv3645	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	0	20	20	1303	1.000000	E
Rv3646c	topA	DNA topoisomerase I 	0	48	48	2455	1.000000	E
Rv3647c	-	hypothetical protein Rv3647c 	2	8	6	326	0.951200	U
Rv3648c	cspA	PROBABLE COLD SHOCK PROTEIN A CSPA 	0	4	4	119	-1.000000	S
Rv3649	-	PROBABLE HELICASE 	18	30	4	197	0.000000	NE
Rv3650	PE33	PE FAMILY PROTEIN 	0	2	2	42	-1.000000	S
Rv3651	-	hypothetical protein Rv3651 	11	14	2	183	0.000000	NE
Rv3652	PE_PGRS60	PE-PGRS FAMILY-RELATED PROTEIN 	5	5	0	0	0.000000	NE
Rv3653	PE_PGRS61	PE-PGRS FAMILY-RELATED PROTEIN 	3	5	1	2	0.000000	NE
Rv3654c	-	hypothetical protein Rv3654c 	0	1	1	2	-1.000000	S
Rv3655c	-	hypothetical protein Rv3655c 	2	5	2	20	0.000000	NE
Rv3656c	-	hypothetical protein Rv3656c 	3	4	1	2	-1.000000	S
Rv3657c	-	POSSIBLE CONSERVED ALANINE RICH MEMBRANE PROTEIN 	5	7	1	2	0.000000	NE
Rv3658c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	4	8	2	52	0.000000	NE
Rv3659c	-	hypothetical protein Rv3659c 	4	6	1	2	0.000000	NE
Rv3660c	-	hypothetical protein Rv3660c 	2	7	4	442	0.534900	U
Rv3661	-	hypothetical protein Rv3661 	11	13	2	13	0.000000	NE
Rv3662c	-	hypothetical protein Rv3662c 	2	3	1	2	0.000000	NE
Rv3663c	dppD	PROBABLE DIPEPTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER DPPD 	12	23	5	286	0.080900	U
Rv3664c	dppC	PROBABLE DIPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DPPC 	6	14	6	318	0.838700	U
Rv3665c	dppB	PROBABLE DIPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DPPB 	5	14	8	362	0.979500	U
Rv3666c	dppA	PROBABLE PERIPLASMIC DIPEPTIDE-BINDING LIPOPROTEIN DPPA 	6	22	7	264	0.092700	U
Rv3667	acs	acetyl-CoA synthetase 	24	36	5	77	0.000000	NE
Rv3668c	-	POSSIBLE PROTEASE 	6	8	2	37	0.000000	NE
Rv3669	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	1	4	3	90	0.000400	NE
Rv3670	ephE	POSSIBLE EPOXIDE HYDROLASE EPHE (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	0	16	16	754	1.000000	E
Rv3671c	-	POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE 	0	12	12	846	0.999900	E
Rv3672c	-	hypothetical protein Rv3672c 	6	9	1	2	0.000000	NE
Rv3673c	-	POSSIBLE MEMBRANE-ANCHORED THIOREDOXIN-LIKE PROTEIN (THIOL-DISULFIDE INTERCHANGE RELATED PROTEIN) 	0	7	7	561	0.987600	U
Rv3674c	nth	PROBABLE ENDONUCLEASE III NTH (DNA-(APURINIC OR APYRIMIDINIC SITE)LYASE) (AP LYASE) (AP ENDONUCLEASE CLASS I) (ENDODEOXYRIBONUCLEASE (APURINIC OR APYRIMIDINIC)) (DEOXYRIBONUCLEASE (APURINIC OR APYRIMIDINIC)) 	8	11	2	14	0.000000	NE
Rv3675	-	POSSIBLE MEMBRANE PROTEIN 	2	5	2	47	0.000000	NE
Rv3676	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY CRP/FNR-FAMILY) 	0	2	2	66	-1.000000	S
Rv3677c	-	POSSIBLE HYDROLASE 	7	9	1	2	0.000000	NE
Rv3678A	-	hypothetical protein Rv3678A 	2	2	0	0	-1.000000	S
Rv3678c	-	hypothetical protein Rv3678c 	4	6	2	34	0.000000	NE
Rv3679	-	PROBABLE ANION TRANSPORTER ATPASE 	6	12	3	138	0.000000	NE
Rv3680	-	PROBABLE ANION TRANSPORTER ATPASE 	10	19	2	23	0.000000	NE
Rv3681c	whiB4	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB4 	5	7	1	2	0.000000	NE
Rv3682	ponA2	PROBABLE BIFUNCTIONAL MEMBRANE-ASSOCIATED PENICILLIN-BINDING PROTEIN 1A/1B PONA2 	19	36	4	184	0.000000	NE
Rv3683	-	hypothetical protein Rv3683 	11	11	0	0	0.000000	NE
Rv3684	-	PROBABLE LYASE 	10	16	2	143	0.000000	NE
Rv3685c	cyp137	PROBABLE CYTOCHROME P450 137 CYP137 	10	17	2	16	0.000000	NE
Rv3686c	-	hypothetical protein Rv3686c 	4	5	1	2	0.000000	NE
Rv3687c	rsfB	ANTI-ANTI-SIGMA FACTOR RSFB (ANTI-SIGMA FACTOR ANTAGONIST) (REGULATOR OF SIGMA F B) 	4	5	1	2	0.000000	NE
Rv3688c	-	hypothetical protein Rv3688c 	4	5	1	2	0.000000	NE
Rv3689	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	23	30	2	11	0.000000	NE
Rv3690	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	8	11	1	2	0.000000	NE
Rv3691	-	hypothetical protein Rv3691 	13	15	2	42	0.000000	NE
Rv3692	moxR2	PROBABLE METHANOL DEHYDROGENASE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR2 	11	15	2	18	0.000000	NE
Rv3693	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	6	13	3	276	0.008600	NE
Rv3694c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	7	15	3	97	0.000000	NE
Rv3695	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	4	9	5	404	0.847000	U
Rv3696c	glpK	glycerol kinase 	5	26	6	88	0.000000	NE
Rv3697c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	9	9	0	0	0.000000	NE
Rv3698	-	hypothetical protein Rv3698 	18	32	2	12	0.000000	NE
Rv3699	-	hypothetical protein Rv3699 	6	9	1	2	0.000000	NE
Rv3700c	-	hypothetical protein Rv3700c 	8	13	3	107	0.000000	NE
Rv3701c	-	hypothetical protein Rv3701c 	4	15	5	350	0.614200	U
Rv3702c	-	hypothetical protein Rv3702c 	3	8	4	217	0.000100	NE
Rv3703c	-	hypothetical protein Rv3703c 	12	17	1	2	0.000000	NE
Rv3704c	gshA	GLUTAMATE--CYSTEINE LIGASE GSHA (GAMMA-GLUTAMYLCYSTEINE SYNTHETASE) (GAMMA-ECS) (GCS) (GAMMA-GLUTAMYL-L-CYSTEINE SYNTHETASE) 	10	12	1	2	0.000000	NE
Rv3705A	-	CONSERVED HYPOTHETICAL PROLINE RICH PROTEIN 	3	4	1	2	-1.000000	S
Rv3705c	-	hypothetical protein Rv3705c 	7	9	1	2	0.000000	NE
Rv3706c	-	CONSERVED HYPOTHETICAL PROLINE RICH PROTEIN 	2	3	1	2	-1.000000	S
Rv3707c	-	hypothetical protein Rv3707c 	12	13	1	2	0.000000	NE
Rv3708c	asd	aspartate-semialdehyde dehydrogenase 	0	9	9	776	0.998500	E
Rv3709c	ask	aspartate kinase 	0	12	12	907	1.000000	E
Rv3710	leuA	2-isopropylmalate synthase 	0	26	26	1474	1.000000	E
Rv3711c	dnaQ	DNA polymerase III subunit epsilon 	12	14	1	2	0.000000	NE
Rv3712	-	POSSIBLE LIGASE 	0	8	8	769	0.996700	E
Rv3713	cobQ2	POSSIBLE COBYRIC ACID SYNTHASE COBQ2 	0	9	9	521	0.998500	E
Rv3714c	-	hypothetical protein Rv3714c 	12	12	0	0	0.000000	NE
Rv3715c	recR	recombination protein RecR 	2	4	1	2	0.000000	NE
Rv3716c	-	hypothetical protein Rv3716c 	2	3	1	2	-1.000000	S
Rv3717	-	hypothetical protein Rv3717 	6	10	1	2	0.000000	NE
Rv3718c	-	hypothetical protein Rv3718c 	3	5	1	2	0.000000	NE
Rv3719	-	hypothetical protein Rv3719 	9	32	5	152	0.000000	NE
Rv3720	-	POSSIBLE FATTY ACID SYNTHASE 	11	31	9	376	0.975100	U
Rv3721c	dnaZX	DNA polymerase III subunits gamma and tau 	0	23	23	1467	1.000000	E
Rv3722c	-	hypothetical protein Rv3722c 	0	25	25	1029	1.000000	E
Rv3723	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	7	9	1	2	0.000000	NE
Rv3724A	cut5a	PROBABLE CUTINASE PRECURSOR 	2	2	0	0	-1.000000	S
Rv3724B	cut5b	PROBABLE CUTINASE 	12	17	2	26	0.000000	NE
Rv3725	-	POSSIBLE OXIDOREDUCTASE 	11	12	1	2	0.000000	NE
Rv3726	-	POSSIBLE DEHYDROGENASE 	11	15	1	2	0.000000	NE
Rv3727	-	POSSIBLE OXIDOREDUCTASE 	34	37	2	85	0.000000	NE
Rv3728	-	PROBABLE CONSERVED TWO-DOMAIN MEMBRANE PROTEIN 	22	28	1	2	0.000000	NE
Rv3729	-	POSSIBLE TRANSFERASE 	19	23	3	84	0.000000	NE
Rv3730c	-	hypothetical protein Rv3730c 	15	19	3	190	0.000000	NE
Rv3731	ligC	ATP-dependent DNA ligase 	13	16	1	2	0.000000	NE
Rv3732	-	hypothetical protein Rv3732 	14	16	1	2	0.000000	NE
Rv3733c	-	hypothetical protein Rv3733c 	3	4	1	2	0.000000	NE
Rv3734c	-	hypothetical protein Rv3734c 	18	18	0	0	0.000000	NE
Rv3735	-	hypothetical protein Rv3735 	5	5	0	0	0.000000	NE
Rv3736	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARAC/XYLS-FAMILY) 	16	19	1	2	0.000000	NE
Rv3737	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	9	15	2	20	0.000000	NE
Rv3738c	PPE66	PPE FAMILY PROTEIN 	13	16	1	2	0.000000	NE
Rv3739c	PPE67	PPE FAMILY PROTEIN 	2	4	1	2	-1.000000	S
Rv3740c	-	hypothetical protein Rv3740c 	16	17	1	2	0.000000	NE
Rv3741c	-	POSSIBLE OXIDOREDUCTASE 	6	7	1	2	0.000000	NE
Rv3742c	-	POSSIBLE OXIDOREDUCTASE 	4	5	1	2	-1.000000	S
Rv3743c	ctpJ	PROBABLE CATION TRANSPORTER P-TYPE ATPASE CTPJ 	23	29	2	9	0.000000	NE
Rv3744	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	7	7	0	0	0.000000	NE
Rv3745c	-	hypothetical protein Rv3745c 	1	2	1	2	-1.000000	S
