#HMM - Genes
#Orf	Name	Desc	N	n0	n1	n2	n3	Avg. Insertions	Avg. Reads	State Call
Rv3236c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	11	0	0	11	0	0.6364	402.1	NE
Rv3237c	-	hypothetical protein Rv3237c 	8	0	0	8	0	0.6250	203.6	NE
Rv3238c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	18	0	0	18	0	0.8333	285.5	NE
Rv3239c	-	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN 	52	0	0	52	0	0.8846	313.4	NE
Rv3240c	secA1	preprotein translocase subunit SecA 	44	42	0	2	0	0.0455	290.0	ES
Rv3241c	-	hypothetical protein Rv3241c 	10	0	0	10	0	1.0000	171.5	NE
Rv3242c	-	hypothetical protein Rv3242c 	4	0	0	4	0	0.5000	312.5	NE
Rv3243c	-	hypothetical protein Rv3243c 	4	1	0	3	0	0.7500	132.0	NE
Rv3244c	lpqB	PROBABLE CONSERVED LIPOPROTEIN LPQB 	18	18	0	0	0	0.0000	0.0	ES
Rv3245c	mtrB	TWO COMPONENT SENSORY TRANSDUCTION HISTIDINE KINASE MTRB 	19	19	0	0	0	0.0000	0.0	ES
Rv3246c	mtrA	TWO COMPONENT SENSORY TRANSDUCTION TRANSCRIPTIONAL REGULATORY PROTEIN MTRA 	10	0	10	0	0	0.0000	0.0	GD
Rv3247c	tmk	thymidylate kinase 	9	9	0	0	0	0.0000	0.0	ES
Rv3248c	sahH	S-adenosyl-L-homocysteine hydrolase 	17	17	0	0	0	0.0000	0.0	ES
Rv3249c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	12	0	0	12	0	0.2500	90.0	NE
Rv3250c	rubB	PROBABLE RUBREDOXIN RUBB 	3	0	0	3	0	1.0000	156.7	NE
Rv3251c	rubA	PROBABLE RUBREDOXIN RUBA 	4	0	0	4	0	1.0000	262.8	NE
Rv3252c	alkB	PROBABLE TRANSMEMBRANE ALKANE 1-MONOOXYGENASE ALKB (ALKANE 1-HYDROXYLASE) (LAURIC ACID OMEGA-HYDROXYLASE) (OMEGA-HYDROXYLASE) (FATTY ACID OMEGA-HYDROXYLASE) (ALKANE HYDROXYLASE-RUBREDOXIN) 	28	0	0	28	0	0.8571	425.3	NE
Rv3253c	-	POSSIBLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN 	22	0	0	22	0	0.6818	147.9	NE
Rv3254	-	hypothetical protein Rv3254 	17	0	0	17	0	0.7647	286.2	NE
Rv3255c	manA	PROBABLE MANNOSE-6-PHOSPHATE ISOMERASE MANA (PHOSPHOMANNOSE ISOMERASE) (PHOSPHOMANNOISOMERASE) (PMI) (PHOSPHOHEXOISOMERASE) (PHOSPHOHEXOMUTASE) 	17	17	0	0	0	0.0000	0.0	ES
Rv3256c	-	hypothetical protein Rv3256c 	8	1	0	7	0	0.6250	241.0	NE
Rv3257c	manB	phosphomannomutase/phosphoglucomutase 	20	20	0	0	0	0.0000	0.0	ES
Rv3258c	-	hypothetical protein Rv3258c 	5	0	0	5	0	0.0000	0.0	NE
Rv3259	-	hypothetical protein Rv3259 	2	0	0	2	0	1.0000	376.0	NE
Rv3260c	whiB2	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB2 	2	0	0	2	0	0.0000	0.0	NE
Rv3261	fbiA	PROBABLE F420 BIOSYNTHESIS PROTEIN FBIA 	13	0	0	13	0	0.2308	271.7	NE
Rv3262	fbiB	F420-0--gamma-glutamyl ligase 	12	0	0	12	0	0.4167	49.8	NE
Rv3263	-	PROBABLE DNA METHYLASE (MODIFICATION METHYLASE) (METHYLTRANSFERASE) 	25	0	0	25	0	0.8800	476.7	NE
Rv3264c	manB	D-ALPHA-D-MANNOSE-1-PHOSPHATE GUANYLYLTRANSFERASE MANB (D-ALPHA-D-HEPTOSE-1-PHOSPHATE GUANYLYLTRANSFERASE) 	15	15	0	0	0	0.0000	0.0	ES
Rv3265c	wbbL1	PROBABLE dTDP-RHA:A-D-GlcNAc-DIPHOSPHORYL POLYPRENOL, A-3-L-RHAMNOSYL TRANSFERASE WBBL1 (ALPHA-L-RHAMNOSE-(1->3)-ALPHA-D-GlcNAc(1->P)-P-DECAPRENY L) 	13	13	0	0	0	0.0000	0.0	ES
Rv3266c	rmlD	dTDP-6-DEOXY-L-LYXO-4-HEXULOSE REDUCTASE RMLD (dTDP-RHAMNOSE MODIFICATION PROTEIN) (dTDP-RHAMNOSE BIOSYNTHESIS PROTEIN) (dTDP-RHAMNOSE SYNTHASE) 	15	15	0	0	0	0.0000	0.0	ES
Rv3267	-	CONSERVED HYPOTHETICAL PROTEIN (CPSA-RELATED PROTEIN) 	19	0	19	0	0	0.1053	7.0	GD
Rv3268	-	hypothetical protein Rv3268 	13	0	0	13	0	0.8462	173.8	NE
Rv3269	-	hypothetical protein Rv3269 	4	0	0	4	0	0.0000	0.0	NE
Rv3270	ctpC	PROBABLE METAL CATION-TRANSPORTING P-TYPE ATPASE C CTPC 	15	0	0	15	0	0.3333	85.2	NE
Rv3271c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	6	0	0	6	0	0.5000	32.7	NE
Rv3272	-	hypothetical protein Rv3272 	18	0	0	18	0	0.7778	195.3	NE
Rv3273	-	PROBABLE TRANSMEMBRANE CARBONIC ANHYDRASE (CARBONATE DEHYDRATASE) (CARBONIC DEHYDRATASE) 	27	0	0	27	0	0.6296	193.4	NE
Rv3274c	fadE25	PROBABLE ACYL-CoA DEHYDROGENASE FADE25 	16	0	0	16	0	0.5625	91.8	NE
Rv3275c	purE	phosphoribosylaminoimidazole carboxylase catalytic subunit 	4	0	0	4	0	0.0000	0.0	NE
Rv3276c	purK	phosphoribosylaminoimidazole carboxylase ATPase subunit 	8	8	0	0	0	0.0000	0.0	ES
Rv3277	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	13	10	0	3	0	0.1538	97.5	ES
Rv3278c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	7	0	0	7	0	0.8571	78.8	NE
Rv3279c	birA	biotin--protein ligase 	5	5	0	0	0	0.0000	0.0	ES
Rv3280	accD5	PROBABLE PROPIONYL-CoA CARBOXYLASE BETA CHAIN 5 ACCD5 (PCCASE) (PROPANOYL-COA:CARBON DIOXIDE LIGASE) 	30	30	0	0	0	0.0000	0.0	ES
Rv3281	-	hypothetical protein Rv3281 	3	3	0	0	0	0.0000	0.0	ES
Rv3282	maf	Maf-like protein 	11	0	0	11	0	0.3636	111.8	NE
Rv3283	sseA	PROBABLE THIOSULFATE SULFURTRANSFERASE SSEA (RHODANESE) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	16	0	0	16	0	0.9375	329.7	NE
Rv3284	-	hypothetical protein Rv3284 	5	0	0	5	0	1.0000	67.8	NE
Rv3285	accA3	PROBABLE BIFUNCTIONAL PROTEIN ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE (ALPHA CHAIN) ACCA3: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	23	23	0	0	0	0.0000	0.0	ES
Rv3286c	sigF	RNA polymerase sigma factor SigF 	9	0	0	9	0	0.8889	274.6	NE
Rv3287c	rsbW	ANTI-SIGMA FACTOR RSBW (SIGMA NEGATIVE EFFECTOR) 	2	0	0	2	0	1.0000	174.5	NE
Rv3288c	usfY	PUTATIVE PROTEIN USFY 	10	0	0	10	0	0.9000	275.6	NE
Rv3289c	-	POSSIBLE TRANSMEMBRANE PROTEIN 	6	0	0	6	0	0.8333	258.8	NE
Rv3290c	lat	L-lysine aminotransferase 	22	0	0	22	0	0.8636	260.1	NE
Rv3291c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	7	0	0	7	0	0.4286	93.7	NE
Rv3292	-	hypothetical protein Rv3292 	18	0	0	18	0	0.7222	316.8	NE
Rv3293	pcd	PROBABLE PIPERIDEINE-6-CARBOXILIC ACID DEHYDROGENASE PCD (PIPERIDEINE-6-CARBOXYLATE DEHYDROGENASE) 	13	0	0	13	0	0.6923	268.9	NE
Rv3294c	-	hypothetical protein Rv3294c 	20	0	0	20	0	0.8000	241.2	NE
Rv3295	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	11	0	0	0	11	0.9091	1688.3	GA
Rv3296	lhr	PROBABLE ATP-DEPENDENT HELICASE LHR (LARGE HELICASE-RELATED PROTEIN) 	53	0	0	43	10	0.7547	344.2	NE
Rv3297	nei	PROBABLE ENDONUCLEASE VIII NEI 	9	0	0	9	0	0.6667	449.0	NE
Rv3298c	lpqC	POSSIBLE ESTERASE LIPOPROTEIN LPQC 	10	0	0	10	0	0.9000	230.2	NE
Rv3299c	atsB	PROBABLE ARYLSULFATASE ATSB (ARYL-SULFATE SULPHOHYDROLASE) (SULFATASE) 	42	0	0	42	0	0.5238	291.0	NE
Rv3300c	-	hypothetical protein Rv3300c 	9	0	0	9	0	0.5556	79.4	NE
Rv3301c	phoY1	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOU HOMOLOG 1 PHOY1 	6	0	0	6	0	0.6667	168.2	NE
Rv3302c	glpD2	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD2 	28	28	0	0	0	0.0000	0.0	ES
Rv3303c	lpdA	flavoprotein disulfide reductase 	18	0	0	18	0	0.2222	83.8	NE
Rv3304	-	hypothetical protein Rv3304 	8	0	0	8	0	0.3750	82.7	NE
Rv3305c	amiA1	POSSIBLE N-ACYL-L-AMINO ACID AMIDOHYDROLASE AMIA1 (N-ACYL-L-AMINO ACID AMINOHYDROLASE) 	19	0	0	19	0	0.4737	145.8	NE
Rv3306c	amiB1	PROBABLE AMIDOHYDROLASE AMIB1 (AMINOHYDROLASE) 	15	0	0	15	0	0.6000	240.9	NE
Rv3307	deoD	purine nucleoside phosphorylase 	10	0	0	10	0	0.7000	260.1	NE
Rv3308	pmmB	PROBABLE PHOSPHOMANNOMUTASE PMMB (PHOSPHOMANNOSE MUTASE) 	18	0	0	18	0	0.6111	263.4	NE
Rv3309c	upp	uracil phosphoribosyltransferase 	8	0	0	8	0	0.6250	329.6	NE
Rv3310	-	POSSIBLE ACID PHOSPHATASE (ACID PHOSPHOMONOESTERASE) (PHOSPHOMONOESTERASE) (GLYCEROPHOSPHATASE) 	13	0	0	13	0	0.9231	136.3	NE
Rv3311	-	hypothetical protein Rv3311 	14	0	0	14	0	0.3571	78.6	NE
Rv3312A	-	SECRETED PROTEIN ANTIGEN 	4	0	0	4	0	1.0000	826.8	NE
Rv3312c	-	hypothetical protein Rv3312c 	17	0	0	17	0	0.7647	406.3	NE
Rv3313c	add	adenosine deaminase 	10	0	0	10	0	0.6000	87.0	NE
Rv3314c	deoA	thymidine phosphorylase 	10	0	0	10	0	0.8000	91.5	NE
Rv3315c	cdd	cytidine deaminase 	5	0	0	5	0	1.0000	78.2	NE
Rv3316	sdhC	PROBABLE SUCCINATE DEHYDROGENASE (CYTOCHROME B-556 SUBUNIT) SDHC (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE) 	5	0	0	5	0	0.8000	398.8	NE
Rv3317	sdhD	PROBABLE SUCCINATE DEHYDROGENASE (HYDROPHOBIC MEMBRANE ANCHOR SUBUNIT) SDHD (SUCCINIC DEHYDROGENASE) (FUMARATE REDUCTASE) (FUMARATE DEHYDROGENASE) (FUMARIC HYDROGENASE) 	4	0	0	4	0	1.0000	217.8	NE
Rv3318	sdhA	succinate dehydrogenase flavoprotein subunit 	28	0	0	28	0	0.5000	325.4	NE
Rv3319	sdhB	succinate dehydrogenase iron-sulfur subunit 	8	0	0	8	0	0.5000	728.0	NE
Rv3320c	-	hypothetical protein Rv3320c 	5	0	0	5	0	0.6000	283.7	NE
Rv3321c	-	hypothetical protein Rv3321c 	3	0	0	3	0	0.6667	340.5	NE
Rv3322c	-	POSSIBLE METHYLTRANSFERASE 	7	0	0	7	0	0.5714	228.5	NE
Rv3323c	moaX	PROBABLE MOAD-MOAE FUSION PROTEIN MOAX 	13	0	0	13	0	0.6154	402.8	NE
Rv3324c	moaC	molybdenum cofactor biosynthesis protein C 	10	0	0	10	0	0.7000	293.0	NE
Rv3325	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv3326	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv3327	-	PROBABLE TRANSPOSASE FUSION PROTEIN 	10	0	0	10	0	1.0000	251.1	NE
Rv3328c	sigJ	RNA polymerase sigma factor SigJ 	12	0	0	12	0	0.7500	275.8	NE
Rv3329	-	hypothetical protein Rv3329 	20	0	0	20	0	0.8500	360.5	NE
Rv3330	dacB1	PROBABLE PENICILLIN-BINDING PROTEIN DACB1 (D-ALANYL-D-ALANINE CARBOXYPEPTIDASE) (DD-PEPTIDASE) (DD-CARBOXYPEPTIDASE) (PBP) (DD-TRANSPEPTIDASE) (SERINE-TYPE D-ALA-D-ALA CARBOXYPEPTIDASE) (D-AMINO ACID HYDROLASE) 	16	0	0	16	0	0.8750	204.1	NE
Rv3331	sugI	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN SUGI 	22	0	0	22	0	0.6818	235.7	NE
Rv3332	nagA	PROBABLE N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE NAGA (GLCNAC 6-P DEACETYLASE) 	5	0	0	5	0	0.6000	96.3	NE
Rv3333c	-	HYPOTHETICAL PROLINE RICH PROTEIN 	10	0	0	10	0	0.8000	519.8	NE
Rv3334	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY MERR-FAMILY) 	8	0	0	8	0	0.8750	138.3	NE
Rv3335c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	11	1	0	10	0	0.5455	155.8	NE
Rv3336c	trpS	tryptophanyl-tRNA synthetase 	12	12	0	0	0	0.0000	0.0	ES
Rv3337	-	hypothetical protein Rv3337 	9	2	0	7	0	0.6667	253.3	NE
Rv3338	-	hypothetical protein Rv3338 	4	0	0	4	0	0.7500	154.3	NE
Rv3339c	icd1	isocitrate dehydrogenase 	23	0	0	23	0	0.8696	144.8	NE
Rv3340	metC	O-acetylhomoserine aminocarboxypropyltransferase 	15	1	0	14	0	0.2000	212.0	NE
Rv3341	metX	homoserine O-acetyltransferase 	14	14	0	0	0	0.0000	0.0	ES
Rv3342	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 	8	6	0	2	0	0.2500	59.0	ES
Rv3343c	PPE54	PPE FAMILY PROTEIN 	120	45	0	62	13	0.4500	287.3	ES
Rv3344c	PE_PGRS49	PE-PGRS FAMILY PROTEIN 	6	0	0	6	0	0.6667	209.5	NE
Rv3345c	PE_PGRS50	PE-PGRS FAMILY PROTEIN 	45	0	0	45	0	0.5111	143.1	NE
Rv3346c	-	hypothetical protein Rv3346c 	3	0	0	3	0	0.6667	1388.5	NE
Rv3347c	PPE55	PPE FAMILY PROTEIN 	111	0	0	111	0	0.7477	307.7	NE
Rv3348	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv3349c	-	PROBABLE TRANSPOSASE 	2	0	0	2	0	1.0000	340.5	NE
Rv3350c	PPE56	PPE FAMILY PROTEIN 	118	12	0	106	0	0.6949	403.9	ES
Rv3351c	-	hypothetical protein Rv3351c 	15	0	0	15	0	0.8667	487.2	NE
Rv3352c	-	POSSIBLE OXIDOREDUCTASE 	2	0	0	2	0	1.0000	552.5	NE
Rv3353c	-	hypothetical protein Rv3353c 	3	0	0	3	0	1.0000	449.7	NE
Rv3354	-	hypothetical protein Rv3354 	5	0	0	5	0	0.8000	627.0	NE
Rv3355c	-	hypothetical protein Rv3355c 	2	2	0	0	0	0.0000	0.0	ES
Rv3356c	folD	PROBABLE BIFUNCTIONAL PROTEIN FOLD: METHYLENETETRAHYDROFOLATE DEHYDROGENASE + METHENYLTETRAHYDROFOLATE CYCLOHYDROLASE 	8	8	0	0	0	0.0000	0.0	ES
Rv3357	-	hypothetical protein Rv3357 	5	0	0	5	0	1.0000	165.4	NE
Rv3358	-	hypothetical protein Rv3358 	2	0	0	2	0	1.0000	360.5	NE
Rv3359	-	POSSIBLE OXIDOREDUCTASE 	17	0	0	17	0	0.8235	617.7	NE
Rv3360	-	hypothetical protein Rv3360 	2	0	0	2	0	1.0000	611.5	NE
Rv3361c	-	hypothetical protein Rv3361c 	5	0	0	5	0	0.2000	151.0	NE
Rv3362c	-	PROBABLE ATP/GTP-BINDING PROTEIN 	6	0	0	6	0	0.3333	676.0	NE
Rv3363c	-	hypothetical protein Rv3363c 	7	0	0	7	0	0.8571	127.0	NE
Rv3364c	-	hypothetical protein Rv3364c 	4	0	0	4	0	0.7500	357.0	NE
Rv3365c	-	hypothetical protein Rv3365c 	31	0	0	31	0	0.8065	147.9	NE
Rv3366	spoU	PROBABLE tRNA/rRNA METHYLASE SPOU (tRNA/rRNA METHYLTRANSFERASE) 	5	0	0	5	0	0.6000	719.0	NE
Rv3367	PE_PGRS51	PE-PGRS FAMILY PROTEIN 	20	0	0	20	0	0.7500	207.9	NE
Rv3368c	-	POSSIBLE OXIDOREDUCTASE 	8	0	0	8	0	0.8750	312.4	NE
Rv3369	-	hypothetical protein Rv3369 	6	0	0	6	0	0.8333	242.0	NE
Rv3370c	dnaE2	error-prone DNA polymerase 	33	0	0	33	0	0.6667	155.3	NE
Rv3371	-	hypothetical protein Rv3371 	23	1	0	22	0	0.6522	146.0	NE
Rv3372	otsB2	POSSIBLE TREHALOSE 6-PHOSPHATE PHOSPHATASE OTSB2 (TREHALOSE-PHOSPHATASE) (TPP) 	9	9	0	0	0	0.0000	0.0	ES
Rv3373	echA18	PROBABLE ENOYL-CoA HYDRATASE ECHA18 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE) 	3	0	0	3	0	1.0000	67.0	NE
Rv3374	echA18.1	PROBABLE ENOYL-CoA HYDRATASE (FRAGMENT) ECHA18.1 (ENOYL HYDRASE) (UNSATURATED ACYL-CoA HYDRATASE) (CROTONASE) 	2	0	0	2	0	1.0000	88.0	NE
Rv3375	amiD	PROBABLE AMIDASE AMID (ACYLAMIDASE) (ACYLASE) 	21	0	0	21	0	0.5238	149.4	NE
Rv3376	-	hypothetical protein Rv3376 	8	0	0	8	0	1.0000	98.1	NE
Rv3377c	-	POSSIBLE CYCLASE 	50	16	22	12	0	0.2400	80.3	ES
Rv3378c	-	hypothetical protein Rv3378c 	37	0	37	0	0	0.1081	16.2	GD
Rv3379c	dxs2	1-deoxy-D-xylulose-5-phosphate synthase 	26	0	0	26	0	0.5769	191.7	NE
Rv3380c	-	PROBABLE TRANSPOSASE 	1	0	0	1	0	0.0000	0.0	NE
Rv3381c	-	PROBABLE TRANSPOSASE 	0	0	0	0	0	nan	0.0	N/A
Rv3382c	lytB1	PROBABLE LYTB-RELATED PROTEIN LYTB1 	11	0	0	11	0	0.6364	208.3	NE
Rv3383c	idsB	POSSIBLE POLYPRENYL SYNTHETASE IDSB (POLYPRENYL TRANSFERASE) (POLYPRENYL DIPHOSPHATE SYNTHASE) 	17	0	0	17	0	0.5294	34.7	NE
Rv3384c	-	hypothetical protein Rv3384c 	2	0	0	2	0	0.5000	259.0	NE
Rv3385c	-	hypothetical protein Rv3385c 	3	0	0	3	0	0.6667	131.0	NE
Rv3386	-	POSSIBLE TRANSPOSASE 	8	0	0	8	0	0.6250	143.0	NE
Rv3387	-	POSSIBLE TRANSPOSASE 	5	0	0	5	0	0.6000	119.7	NE
Rv3388	PE_PGRS52	PE-PGRS FAMILY PROTEIN 	19	0	0	19	0	0.6842	103.8	NE
Rv3389c	-	POSSIBLE DEHYDROGENASE 	7	0	0	7	0	1.0000	175.4	NE
Rv3390	lpqD	PROBABLE CONSERVED LIPOPROTEIN LPQD 	11	0	0	11	0	0.9091	634.8	NE
Rv3391	acrA1	short chain dehydrogenase 	30	0	0	30	0	0.6667	203.4	NE
Rv3392c	cmaA1	CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 1 CMAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 1) 	12	0	0	12	0	0.4167	255.0	NE
Rv3393	iunH	PROBABLE NUCLEOSIDE HYDROLASE IUNH (PURINE NUCLEOSIDASE) 	9	0	0	9	0	0.6667	474.7	NE
Rv3394c	-	hypothetical protein Rv3394c 	11	0	0	11	0	0.9091	151.2	NE
Rv3395A	-	PROBABLE MEMBRANE PROTEIN 	8	0	0	8	0	0.6250	71.2	NE
Rv3395c	-	hypothetical protein Rv3395c 	4	0	0	4	0	0.7500	336.3	NE
Rv3396c	guaA	bifunctional GMP synthase/glutamine amidotransferase protein 	15	15	0	0	0	0.0000	0.0	ES
Rv3397c	phyA	PROBABLE PHYTOENE SYNTHASE PHYA 	17	1	0	16	0	0.5294	89.8	NE
Rv3398c	idsA1	PROBABLE MULTIFUNCTIONAL GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA1 (GGPP SYNTHETASE) (GGPPSASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE): DIMETHYLALLYLTRANSFERASE (PRENYLTRANSFERASE) (GERANYL-DIPHOSPHATE SYNTHASE) + GERANYLTRANSTRANSFERASE (FARNESYL-DIPHOSPHATE SYNTHASE) (FARNESYL-PYROPHOSPHATE SYNTHETASE) (FARNESYL DIPHOSPHATE SYNTHETASE) (FPP SYNTHETASE) + FARNESYLTRANSTRANSFERASE (GERANYLGERANYL-DIPHOSPHATE SYNTHASE) 	8	0	0	8	0	0.3750	43.3	NE
Rv3399	-	hypothetical protein Rv3399 	15	0	0	15	0	0.6000	122.2	NE
Rv3400	-	PROBABLE HYDROLASE 	11	0	0	11	0	0.3636	97.8	NE
Rv3401	-	hypothetical protein Rv3401 	32	0	0	32	0	0.8125	348.6	NE
Rv3402c	-	hypothetical protein Rv3402c 	25	0	0	25	0	0.8000	500.2	NE
Rv3403c	-	hypothetical protein Rv3403c 	21	0	0	21	0	0.9524	333.3	NE
Rv3404c	-	hypothetical protein Rv3404c 	9	0	0	9	0	1.0000	297.0	NE
Rv3405c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	7	0	0	7	0	0.4286	235.3	NE
Rv3406	-	PROBABLE DIOXYGENASE 	14	0	0	14	0	0.8571	275.3	NE
Rv3407	-	hypothetical protein Rv3407 	2	0	0	2	0	1.0000	695.0	NE
Rv3408	-	hypothetical protein Rv3408 	7	0	0	7	0	0.8571	636.2	NE
Rv3409c	choD	PROBABLE CHOLESTEROL OXIDASE PRECURSOR CHOD (CHOLESTEROL-O2 OXIDOREDUCTASE) 	19	0	0	19	0	0.6842	623.0	NE
Rv3410c	guaB3	inositol-5-monophosphate dehydrogenase 	12	12	0	0	0	0.0000	0.0	ES
Rv3411c	guaB2	inositol-5-monophosphate dehydrogenase 	11	11	0	0	0	0.0000	0.0	ES
Rv3412	-	hypothetical protein Rv3412 	9	0	0	9	0	0.8889	108.9	NE
Rv3413c	-	HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	4	0	0	4	0	0.7500	99.3	NE
Rv3414c	sigD	RNA polymerase sigma factor SigD 	7	0	0	7	0	0.8571	254.3	NE
Rv3415c	-	hypothetical protein Rv3415c 	9	0	0	9	0	0.5556	509.6	NE
Rv3416	whiB3	TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB3 	4	0	0	4	0	1.0000	163.0	NE
Rv3417c	groEL	chaperonin GroEL 	14	0	0	14	0	0.5000	96.4	NE
Rv3418c	groES	co-chaperonin GroES 	4	4	0	0	0	0.0000	0.0	ES
Rv3419c	gcp	O-sialoglycoprotein endopeptidase 	12	0	0	12	0	0.3333	64.0	NE
Rv3420c	rimI	PROBABLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMI (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S18) 	10	0	0	10	0	0.6000	88.3	NE
Rv3421c	-	hypothetical protein Rv3421c 	11	0	0	11	0	0.3636	60.8	NE
Rv3422c	-	hypothetical protein Rv3422c 	5	3	0	2	0	0.2000	19.0	ES
Rv3423c	alr	alanine racemase 	19	19	0	0	0	0.0000	0.0	ES
Rv3424c	-	hypothetical protein Rv3424c 	2	0	0	2	0	0.5000	175.0	NE
Rv3425	PPE57	PPE FAMILY PROTEIN 	16	0	0	16	0	0.6875	412.4	NE
Rv3426	PPE58	PPE FAMILY PROTEIN 	17	0	0	17	0	0.2941	84.2	NE
Rv3427c	-	POSSIBLE TRANSPOSASE 	7	0	0	7	0	0.5714	43.8	NE
Rv3428c	-	POSSIBLE TRANSPOSASE 	15	0	0	15	0	0.4000	104.8	NE
Rv3429	PPE59	PPE FAMILY PROTEIN 	20	0	0	20	0	0.7000	49.1	NE
Rv3430c	-	POSSIBLE TRANSPOSASE 	20	0	0	20	0	0.9000	248.4	NE
Rv3431c	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	9	0	0	9	0	0.6667	174.0	NE
Rv3432c	gadB	PROBABLE GLUTAMATE DECARBOXYLASE GADB 	21	0	0	21	0	0.9048	364.9	NE
Rv3433c	-	hypothetical protein Rv3433c 	7	0	0	7	0	0.2857	33.0	NE
Rv3434c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	11	0	0	11	0	0.8182	133.3	NE
Rv3435c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	0	0	12	0	0.6667	402.5	NE
Rv3436c	glmS	D-fructose-6-phosphate amidotransferase 	25	25	0	0	0	0.0000	0.0	ES
Rv3437	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	8	0	0	8	0	0.7500	472.8	NE
Rv3438	-	hypothetical protein Rv3438 	12	0	0	12	0	0.3333	178.5	NE
Rv3439c	-	CONSERVED HYPOTHETICAL ALANINE AND PROLINE RICH PROTEIN 	9	0	0	9	0	1.0000	677.6	NE
Rv3440c	-	hypothetical protein Rv3440c 	7	0	0	7	0	0.8571	670.0	NE
Rv3441c	mrsA	PROBABLE PHOSPHO-SUGAR MUTASE / MRSA PROTEIN HOMOLOG 	14	14	0	0	0	0.0000	0.0	ES
Rv3442c	rpsI	30S ribosomal protein S9 	6	6	0	0	0	0.0000	0.0	ES
Rv3443c	rplM	50S ribosomal protein L13 	6	6	0	0	0	0.0000	0.0	ES
Rv3444c	esxT	PUTATIVE ESAT-6 LIKE PROTEIN ESXT 	3	0	0	3	0	1.0000	207.3	NE
Rv3445c	esxU	ESAT-6 LIKE PROTEIN ESXU 	3	0	0	3	0	0.6667	234.0	NE
Rv3446c	-	HYPOTHETICAL ALANINE AND VALINE RICH PROTEIN 	14	0	0	14	0	0.7857	119.9	NE
Rv3447c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	46	0	0	46	0	0.4348	164.7	NE
Rv3448	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	22	0	0	22	0	0.5909	118.2	NE
Rv3449	mycP4	PROBABLE MEMBRANE-ANCHORED MYCOSIN MYCP4 (SERINE PROTEASE) (SUBTILISIN-LIKE PROTEASE) (SUBTILASE-LIKE) (MYCOSIN-4) 	17	0	0	17	0	0.7059	340.3	NE
