#Resampling
#Command: python ignoreNTerm=5.0 ctrlString=/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig pubmsg=<bound method Publisher.sendMessage of <wx.lib.pubsub.core.publisher.Publisher instance at 0x3984290>> expString=/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig ignoreCodon=True annotationPath=/pacific/home/mdejesus/transit/H37Rv.prot_table ignoreCTerm=5.0 histPath=/pacific/home/mdejesus/transit/testNC/resampling_results sampleSize=10000 doAdaptive=False output=<open file u'/pacific/home/mdejesus/transit/testNC/resampling_results.dat', mode 'w' at 0x41d4c90> doNormalize=True wx=<module 'wx' from '/usr/lib/python2.7/dist-packages/wx/__init__.pyc'>
#Control Samples:  /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig
#Experimental Samples:  /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig
#Normalization factors: 1.0946	0.8477	1.1728	1.1715	0.8330
#Orf	%Name	Description	N	TAs Hit	Avg Rd 1	Avg Rd 2	Delta Rd	p-value	p-adj
Rv3597c	lsr2	PROBABLE IRON-REGULATED LSR2 PROTEIN PRECURSOR 	3	0	0.0	0.0	0.0	1.00000	1.00000
Rv3598c	lysS	lysyl-tRNA synthetase 	30	0	0.0	0.0	0.0	1.00000	1.00000
Rv3599c	-	HYPOTHETICAL SHORT PROTEIN 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv3600c	-	pantothenate kinase 	13	11	1973.5	1862.6	-110.9	0.93320	1.00000
Rv3601c	panD	aspartate alpha-decarboxylase 	8	0	0.0	0.0	0.0	1.00000	1.00000
Rv3602c	panC	pantoate--beta-alanine ligase 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv3603c	-	CONSERVED HYPOTHETICAL ALANINE AND LEUCINE RICH PROTEIN 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv3604c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN RICH IN ALANINE AND ARGININE AND PROLINE 	13	0	0.0	0.0	0.0	1.00000	1.00000
Rv3605c	-	PROBABLE CONSERVED SECRETED PROTEIN 	6	5	2208.0	1226.4	-981.6	0.41030	1.00000
Rv3606c	folK	2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDI NE PYROPHOSPHOKINASE FOLK (7,8-DIHYDRO-6-HYDROXYMETHYLPTERIN-PYROPHOSPHOKINASE) (HPPK) (6-HYDROXYMETHYL-7,8-DIHYDROPTERIN PYROPHOSPHOKINASE) (PPPK) (2-AMINO-4-HYDROXY-6-HYDROXYMETHYLDIHYDROPTERIDINE DIPHOSPHOKINASE) (7,8-DIHYDRO-6-HYDROXYMETHYLPTERIN-DIPHOSPHOKINASE) (6-HYDROXYMETHYL-7,8-DIHYDROPTERIN DIPHOSPHOKINASE) 	6	2	83.4	60.3	-23.2	0.82410	1.00000
Rv3607c	folB	PROBABLE DIHYDRONEOPTERIN ALDOLASE FOLB (DHNA) 	6	1	0.0	89.1	89.1	0.06710	1.00000
Rv3608c	folP1	DIHYDROPTEROATE SYNTHASE 1 FOLP (DHPS 1) (DIHYDROPTEROATE PYROPHOSPHORYLASE 1) (DIHYDROPTEROATE DIPHOSPHORYLASE 1) 	7	0	0.0	0.0	0.0	1.00000	1.00000
Rv3609c	folE	GTP cyclohydrolase I 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv3610c	ftsH	MEMBRANE-BOUND PROTEASE FTSH (CELL DIVISION PROTEIN) 	28	7	745.4	720.1	-25.3	0.97280	1.00000
Rv3611	-	HYPOTHETICAL ARGININE AND PROLINE RICH PROTEIN 	2	1	712.8	222.6	-490.1	0.40430	1.00000
Rv3612c	-	hypothetical protein Rv3612c 	4	3	2601.9	1439.2	-1162.7	0.39470	1.00000
Rv3613c	-	hypothetical protein Rv3613c 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv3614c	-	hypothetical protein Rv3614c 	8	6	1811.6	2074.4	262.8	0.85080	1.00000
Rv3615c	-	hypothetical protein Rv3615c 	10	10	2340.5	1194.1	-1146.4	0.27910	1.00000
Rv3616c	-	CONSERVED HYPOTHETICAL ALANINE AND GLYCINE RICH PROTEIN 	16	14	3538.5	2667.2	-871.3	0.66990	1.00000
Rv3617	ephA	PROBABLE EPOXIDE HYDROLASE EPHA (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	16	13	7023.0	21913.8	14890.8	0.29860	1.00000
Rv3618	-	POSSIBLE MONOOXYGENASE 	22	18	4038.7	4722.3	683.6	0.83720	1.00000
Rv3619c	esxV	PUTATIVE ESAT-6 LIKE PROTEIN ESXV (ESAT-6 LIKE PROTEIN 1) 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv3620c	esxW	PUTATIVE ESAT-6 LIKE PROTEIN ESXW (ESAT-6 LIKE PROTEIN 10) 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv3621c	PPE65	PPE FAMILY PROTEIN 	11	9	3450.6	2093.8	-1356.8	0.39950	1.00000
Rv3622c	PE32	PE FAMILY PROTEIN 	4	4	962.5	1128.0	165.5	0.82170	1.00000
Rv3623	lpqG	PROBABLE CONSERVED LIPOPROTEIN LPQG 	6	5	1571.4	955.8	-615.7	0.46010	1.00000
Rv3624c	hpt	hypoxanthine-guanine phosphoribosyltransferase 	10	0	0.0	0.0	0.0	1.00000	1.00000
Rv3625c	mesJ	POSSIBLE CELL CYCLE PROTEIN MESJ 	7	0	0.0	0.0	0.0	1.00000	1.00000
Rv3626c	-	hypothetical protein Rv3626c 	11	9	923.7	1073.0	149.3	0.83730	1.00000
Rv3627c	-	hypothetical protein Rv3627c 	13	0	0.0	0.0	0.0	1.00000	1.00000
Rv3628	ppa	inorganic pyrophosphatase 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv3629c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	16	14	4322.5	3592.6	-729.9	0.80110	1.00000
Rv3630	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	21	16	1367.6	2004.6	637.0	0.55060	1.00000
Rv3631	-	POSSIBLE TRANSFERASE (POSSIBLY GLYCOSYLTRANSFERASE) 	5	2	47.5	102.1	54.6	0.65880	1.00000
Rv3632	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	7	6	1928.5	1298.8	-629.8	0.54740	1.00000
Rv3633	-	hypothetical protein Rv3633 	17	14	2404.2	2477.9	73.6	0.96420	1.00000
Rv3634c	galE1	UDP-GLUCOSE 4-EPIMERASE GALE1 (GALACTOWALDENASE) (UDP-GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE 4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE 4-EPIMERASE) 	18	0	0.0	0.0	0.0	1.00000	1.00000
Rv3635	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	24	0	0.0	0.0	0.0	1.00000	1.00000
Rv3636	-	POSSIBLE TRANSPOSASE 	5	5	484.6	527.0	42.4	0.90460	1.00000
Rv3637	-	POSSIBLE TRANSPOSASE 	5	4	892.3	885.2	-7.1	0.99110	1.00000
Rv3638	-	transposase 	12	8	504.9	1161.9	657.0	0.33100	1.00000
Rv3639c	-	hypothetical protein Rv3639c 	8	4	950.6	854.2	-96.4	0.88950	1.00000
Rv3640c	-	PROBABLE TRANSPOSASE 	14	14	1925.1	2028.1	103.1	0.94080	1.00000
Rv3641c	fic	POSSIBLE CELL FILAMENTATION PROTEIN FIC 	9	8	3897.6	3654.9	-242.7	0.92780	1.00000
Rv3642c	-	hypothetical protein Rv3642c 	2	2	450.4	318.9	-131.6	0.65820	1.00000
Rv3643	-	hypothetical protein Rv3643 	8	8	389.4	763.6	374.2	0.34380	1.00000
Rv3644c	-	DNA polymerase III subunit delta' 	14	0	0.0	0.0	0.0	1.00000	1.00000
Rv3645	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	20	0	0.0	0.0	0.0	1.00000	1.00000
Rv3646c	topA	DNA topoisomerase I 	48	0	0.0	0.0	0.0	1.00000	1.00000
Rv3647c	-	hypothetical protein Rv3647c 	8	2	541.8	666.0	124.2	0.75800	1.00000
Rv3648c	cspA	PROBABLE COLD SHOCK PROTEIN A CSPA 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv3649	-	PROBABLE HELICASE 	30	18	2575.2	3552.1	976.9	0.63290	1.00000
Rv3650	PE33	PE FAMILY PROTEIN 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv3651	-	hypothetical protein Rv3651 	14	12	3893.4	2849.2	-1044.2	0.66660	1.00000
Rv3652	PE_PGRS60	PE-PGRS FAMILY-RELATED PROTEIN 	5	5	1905.5	2374.3	468.7	0.80200	1.00000
Rv3653	PE_PGRS61	PE-PGRS FAMILY-RELATED PROTEIN 	5	3	393.5	251.3	-142.2	0.54030	1.00000
Rv3654c	-	hypothetical protein Rv3654c 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv3655c	-	hypothetical protein Rv3655c 	5	3	1173.0	489.3	-683.6	0.29810	1.00000
Rv3656c	-	hypothetical protein Rv3656c 	4	3	104.3	51.4	-52.9	0.41620	1.00000
Rv3657c	-	POSSIBLE CONSERVED ALANINE RICH MEMBRANE PROTEIN 	7	5	501.8	345.2	-156.6	0.61400	1.00000
Rv3658c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	8	4	89.3	322.0	232.7	0.21360	1.00000
Rv3659c	-	hypothetical protein Rv3659c 	6	4	477.3	518.8	41.5	0.90760	1.00000
Rv3660c	-	hypothetical protein Rv3660c 	7	3	235.0	354.9	119.9	0.57320	1.00000
Rv3661	-	hypothetical protein Rv3661 	13	12	2251.1	2847.4	596.3	0.73270	1.00000
Rv3662c	-	hypothetical protein Rv3662c 	3	2	17.0	11.7	-5.2	1.00000	1.00000
Rv3663c	dppD	PROBABLE DIPEPTIDE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER DPPD 	23	13	1914.7	1213.7	-701.1	0.51210	1.00000
Rv3664c	dppC	PROBABLE DIPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DPPC 	14	8	387.7	403.5	15.8	0.95970	1.00000
Rv3665c	dppB	PROBABLE DIPEPTIDE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DPPB 	14	8	548.7	597.8	49.0	0.92850	1.00000
Rv3666c	dppA	PROBABLE PERIPLASMIC DIPEPTIDE-BINDING LIPOPROTEIN DPPA 	22	6	240.3	892.5	652.2	0.26430	1.00000
Rv3667	acs	acetyl-CoA synthetase 	36	27	3689.6	6634.0	2944.4	0.25590	1.00000
Rv3668c	-	POSSIBLE PROTEASE 	8	6	1228.0	2957.9	1729.9	0.20110	1.00000
Rv3669	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	4	1	11.9	117.2	105.4	0.39060	1.00000
Rv3670	ephE	POSSIBLE EPOXIDE HYDROLASE EPHE (EPOXIDE HYDRATASE) (ARENE-OXIDE HYDRATASE) 	16	0	0.0	0.0	0.0	1.00000	1.00000
Rv3671c	-	POSSIBLE MEMBRANE-ASSOCIATED SERINE PROTEASE 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv3672c	-	hypothetical protein Rv3672c 	9	7	713.1	363.5	-349.6	0.55940	1.00000
Rv3673c	-	POSSIBLE MEMBRANE-ANCHORED THIOREDOXIN-LIKE PROTEIN (THIOL-DISULFIDE INTERCHANGE RELATED PROTEIN) 	7	0	0.0	0.0	0.0	1.00000	1.00000
Rv3674c	nth	PROBABLE ENDONUCLEASE III NTH (DNA-(APURINIC OR APYRIMIDINIC SITE)LYASE) (AP LYASE) (AP ENDONUCLEASE CLASS I) (ENDODEOXYRIBONUCLEASE (APURINIC OR APYRIMIDINIC)) (DEOXYRIBONUCLEASE (APURINIC OR APYRIMIDINIC)) 	11	8	2366.4	1329.6	-1036.8	0.40900	1.00000
Rv3675	-	POSSIBLE MEMBRANE PROTEIN 	5	4	1145.0	536.7	-608.3	0.45840	1.00000
Rv3676	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY CRP/FNR-FAMILY) 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv3677c	-	POSSIBLE HYDROLASE 	9	7	898.9	887.2	-11.7	0.98460	1.00000
Rv3678A	-	hypothetical protein Rv3678A 	2	2	954.5	266.4	-688.1	0.42610	1.00000
Rv3678c	-	hypothetical protein Rv3678c 	6	4	1709.7	813.0	-896.7	0.49110	1.00000
Rv3679	-	PROBABLE ANION TRANSPORTER ATPASE 	12	8	838.4	786.4	-52.0	0.92420	1.00000
Rv3680	-	PROBABLE ANION TRANSPORTER ATPASE 	19	10	463.4	391.8	-71.7	0.84410	1.00000
Rv3681c	whiB4	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN WHIB-LIKE WHIB4 	7	5	1024.4	1627.1	602.8	0.51060	1.00000
Rv3682	ponA2	PROBABLE BIFUNCTIONAL MEMBRANE-ASSOCIATED PENICILLIN-BINDING PROTEIN 1A/1B PONA2 	36	28	1236.8	1579.8	343.0	0.71120	1.00000
Rv3683	-	hypothetical protein Rv3683 	11	11	1426.1	2663.1	1237.0	0.42590	1.00000
Rv3684	-	PROBABLE LYASE 	16	12	1761.1	2040.6	279.5	0.82400	1.00000
Rv3685c	cyp137	PROBABLE CYTOCHROME P450 137 CYP137 	17	11	1642.2	2561.4	919.2	0.48780	1.00000
Rv3686c	-	hypothetical protein Rv3686c 	5	4	1982.4	2290.2	307.9	0.82330	1.00000
Rv3687c	rsfB	ANTI-ANTI-SIGMA FACTOR RSFB (ANTI-SIGMA FACTOR ANTAGONIST) (REGULATOR OF SIGMA F B) 	5	4	73.4	80.9	7.5	0.88310	1.00000
Rv3688c	-	hypothetical protein Rv3688c 	5	4	668.0	1043.1	375.0	0.55270	1.00000
Rv3689	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	30	23	3282.3	3132.3	-150.0	0.94010	1.00000
Rv3690	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	11	8	548.1	298.9	-249.2	0.40080	1.00000
Rv3691	-	hypothetical protein Rv3691 	15	14	793.5	2050.9	1257.4	0.12620	1.00000
Rv3692	moxR2	PROBABLE METHANOL DEHYDROGENASE TRANSCRIPTIONAL REGULATORY PROTEIN MOXR2 	15	13	872.5	881.6	9.0	0.98920	1.00000
Rv3693	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	13	10	1000.4	804.0	-196.4	0.75820	1.00000
Rv3694c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	15	8	283.0	653.4	370.4	0.18880	1.00000
Rv3695	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	9	5	219.3	378.4	159.1	0.44310	1.00000
Rv3696c	glpK	glycerol kinase 	26	18	22.9	1968.6	1945.7	0.00000	0.00000
Rv3697c	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	9	9	1213.1	1911.5	698.4	0.46490	1.00000
Rv3698	-	hypothetical protein Rv3698 	32	22	2503.8	2443.7	-60.2	0.97280	1.00000
Rv3699	-	hypothetical protein Rv3699 	9	7	493.0	656.0	162.9	0.68240	1.00000
Rv3700c	-	hypothetical protein Rv3700c 	13	8	1545.9	1088.5	-457.4	0.58750	1.00000
Rv3701c	-	hypothetical protein Rv3701c 	15	4	300.7	113.6	-187.1	0.34900	1.00000
Rv3702c	-	hypothetical protein Rv3702c 	8	3	165.2	264.9	99.7	0.52980	1.00000
Rv3703c	-	hypothetical protein Rv3703c 	17	14	3048.5	2506.7	-541.8	0.77080	1.00000
Rv3704c	gshA	GLUTAMATE--CYSTEINE LIGASE GSHA (GAMMA-GLUTAMYLCYSTEINE SYNTHETASE) (GAMMA-ECS) (GCS) (GAMMA-GLUTAMYL-L-CYSTEINE SYNTHETASE) 	12	10	3345.2	6644.7	3299.6	0.32820	1.00000
Rv3705A	-	CONSERVED HYPOTHETICAL PROLINE RICH PROTEIN 	4	3	1927.8	2177.3	249.5	0.85810	1.00000
Rv3705c	-	hypothetical protein Rv3705c 	9	7	614.9	538.9	-76.1	0.84800	1.00000
Rv3706c	-	CONSERVED HYPOTHETICAL PROLINE RICH PROTEIN 	3	2	259.2	435.5	176.3	0.47020	1.00000
Rv3707c	-	hypothetical protein Rv3707c 	13	12	3252.1	2932.1	-320.0	0.89330	1.00000
Rv3708c	asd	aspartate-semialdehyde dehydrogenase 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv3709c	ask	aspartate kinase 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv3710	leuA	2-isopropylmalate synthase 	26	0	0.0	0.0	0.0	1.00000	1.00000
Rv3711c	dnaQ	DNA polymerase III subunit epsilon 	14	13	3737.8	2416.1	-1321.7	0.48380	1.00000
Rv3712	-	POSSIBLE LIGASE 	8	0	0.0	0.0	0.0	1.00000	1.00000
Rv3713	cobQ2	POSSIBLE COBYRIC ACID SYNTHASE COBQ2 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv3714c	-	hypothetical protein Rv3714c 	12	12	2902.4	3270.7	368.2	0.87730	1.00000
Rv3715c	recR	recombination protein RecR 	4	2	81.5	43.0	-38.4	0.51610	1.00000
Rv3716c	-	hypothetical protein Rv3716c 	3	2	143.9	94.9	-49.0	0.71350	1.00000
Rv3717	-	hypothetical protein Rv3717 	10	8	398.1	974.8	576.7	0.20290	1.00000
Rv3718c	-	hypothetical protein Rv3718c 	5	3	278.4	475.1	196.8	0.45530	1.00000
Rv3719	-	hypothetical protein Rv3719 	32	15	179.7	849.1	669.4	0.00350	0.26116
Rv3720	-	POSSIBLE FATTY ACID SYNTHASE 	31	21	657.2	1044.9	387.7	0.45330	1.00000
Rv3721c	dnaZX	DNA polymerase III subunits gamma and tau 	23	0	0.0	0.0	0.0	1.00000	1.00000
Rv3722c	-	hypothetical protein Rv3722c 	25	0	0.0	0.0	0.0	1.00000	1.00000
Rv3723	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	9	7	1310.8	975.6	-335.2	0.65600	1.00000
Rv3724A	cut5a	PROBABLE CUTINASE PRECURSOR 	2	2	76.0	19.9	-56.1	0.46340	1.00000
Rv3724B	cut5b	PROBABLE CUTINASE 	17	12	2758.5	2720.7	-37.8	0.98510	1.00000
Rv3725	-	POSSIBLE OXIDOREDUCTASE 	12	11	7162.7	5864.7	-1298.0	0.78250	1.00000
Rv3726	-	POSSIBLE DEHYDROGENASE 	15	11	1943.4	2562.9	619.5	0.67930	1.00000
Rv3727	-	POSSIBLE OXIDOREDUCTASE 	37	35	6222.7	5730.9	-491.8	0.93320	1.00000
Rv3728	-	PROBABLE CONSERVED TWO-DOMAIN MEMBRANE PROTEIN 	28	24	6466.7	5927.8	-539.0	0.95260	1.00000
Rv3729	-	POSSIBLE TRANSFERASE 	23	19	8107.4	13003.7	4896.3	0.45640	1.00000
Rv3730c	-	hypothetical protein Rv3730c 	19	15	4000.6	8889.1	4888.5	0.26360	1.00000
Rv3731	ligC	ATP-dependent DNA ligase 	16	13	3852.0	3381.8	-470.2	0.86920	1.00000
Rv3732	-	hypothetical protein Rv3732 	16	14	3765.9	3928.1	162.2	0.94970	1.00000
Rv3733c	-	hypothetical protein Rv3733c 	4	3	1745.0	1327.9	-417.1	0.70410	1.00000
Rv3734c	-	hypothetical protein Rv3734c 	18	18	3857.9	4562.1	704.2	0.81430	1.00000
Rv3735	-	hypothetical protein Rv3735 	5	5	1179.7	560.2	-619.5	0.30430	1.00000
Rv3736	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARAC/XYLS-FAMILY) 	19	18	6817.0	6069.5	-747.4	0.87290	1.00000
Rv3737	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	15	9	3040.8	3636.1	595.3	0.78360	1.00000
Rv3738c	PPE66	PPE FAMILY PROTEIN 	16	14	2844.5	1781.9	-1062.6	0.44030	1.00000
Rv3739c	PPE67	PPE FAMILY PROTEIN 	4	3	1579.6	1083.4	-496.2	0.62020	1.00000
Rv3740c	-	hypothetical protein Rv3740c 	17	17	5294.7	5013.8	-280.9	0.94530	1.00000
Rv3741c	-	POSSIBLE OXIDOREDUCTASE 	7	6	729.7	813.2	83.4	0.87280	1.00000
Rv3742c	-	POSSIBLE OXIDOREDUCTASE 	5	4	1387.1	2247.3	860.1	0.49430	1.00000
Rv3743c	ctpJ	PROBABLE CATION TRANSPORTER P-TYPE ATPASE CTPJ 	29	25	4671.6	3621.9	-1049.7	0.74230	1.00000
Rv3744	-	TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	7	7	1158.5	1255.8	97.3	0.90390	1.00000
Rv3745c	-	hypothetical protein Rv3745c 	2	1	272.2	228.7	-43.5	0.80410	1.00000
Rv3746c	PE34	PROBABLE PE FAMILY PROTEIN (PE FAMILY-RELATED PROTEIN) 	5	4	743.1	618.9	-124.3	0.84580	1.00000
Rv3747	-	hypothetical protein Rv3747 	4	2	28.8	284.3	255.5	0.09400	1.00000
Rv3748	-	hypothetical protein Rv3748 	5	4	134.0	247.9	113.9	0.38480	1.00000
Rv3749c	-	hypothetical protein Rv3749c 	12	11	1353.4	1720.4	367.0	0.71460	1.00000
Rv3750c	-	POSSIBLE EXCISIONASE 	5	5	1078.4	337.2	-741.2	0.69770	1.00000
Rv3751	-	PROBABLE INTEGRASE (FRAGMENT) 	1	1	404.3	316.8	-87.6	0.90450	1.00000
Rv3752c	-	POSSIBLE CYTIDINE/DEOXYCYTIDYLATE DEAMINASE 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv3753c	-	hypothetical protein Rv3753c 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv3754	tyrA	prephenate dehydrogenase 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv3755c	-	hypothetical protein Rv3755c 	11	9	435.9	1396.8	960.9	0.14900	1.00000
Rv3756c	proZ	POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER PROZ 	13	11	3495.6	3473.3	-22.3	0.99380	1.00000
Rv3757c	proW	POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER PROW 	12	8	1734.0	1540.9	-193.1	0.85920	1.00000
Rv3758c	proV	POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PROV 	13	8	1833.8	1087.4	-746.3	0.41530	1.00000
Rv3759c	proX	POSSIBLE OSMOPROTECTANT (GLYCINE BETAINE/CARNITINE/CHOLINE/L-PROLINE) BINDING LIPOPROTEIN PROX 	12	8	1373.6	760.3	-613.3	0.47830	1.00000
Rv3760	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	5	3	150.0	143.8	-6.3	1.00000	1.00000
Rv3761c	fadE36	POSSIBLE ACYL-CoA DEHYDROGENASE FADE36 	15	10	3259.2	2650.0	-609.1	0.75800	1.00000
Rv3762c	-	POSSIBLE HYDROLASE 	28	20	4956.7	5846.5	889.8	0.80090	1.00000
Rv3763	lpqH	19 KDA LIPOPROTEIN ANTIGEN PRECURSOR LPQH 	8	4	343.2	302.3	-40.9	0.87230	1.00000
Rv3764c	-	POSSIBLE TWO COMPONENT SENSOR KINASE 	14	0	0.0	0.0	0.0	1.00000	1.00000
Rv3765c	-	PROBABLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN 	12	11	4543.0	4531.6	-11.4	0.99730	1.00000
Rv3766	-	hypothetical protein Rv3766 	15	11	1425.5	1991.4	565.9	0.63840	1.00000
Rv3767c	-	hypothetical protein Rv3767c 	14	8	1827.7	1803.1	-24.6	0.98410	1.00000
Rv3768	-	hypothetical protein Rv3768 	12	11	1502.7	1355.0	-147.7	0.87780	1.00000
Rv3769	-	hypothetical protein Rv3769 	1	1	42.0	75.1	33.0	0.69450	1.00000
Rv3770A	-	PROBABLE REMNANT OF A TRANSPOSASE 	2	1	398.4	13.4	-385.0	0.40190	1.00000
Rv3770B	-	PROBABLE REMNANT OF A TRANSPOSASE 	2	1	300.1	304.2	4.0	0.93470	1.00000
Rv3770c	-	HYPOTHETICAL LEUCINE RICH PROTEIN 	6	5	1677.4	1664.0	-13.4	0.98990	1.00000
Rv3771c	-	hypothetical protein Rv3771c 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv3772	hisC2	putative aminotransferase 	17	12	1184.3	1924.4	740.1	0.44280	1.00000
Rv3773c	-	hypothetical protein Rv3773c 	7	7	1412.5	1141.6	-270.9	0.77620	1.00000
Rv3774	echA21	enoyl-CoA hydratase 	12	12	3437.9	4437.7	999.8	0.69530	1.00000
Rv3775	lipE	PROBABLE LIPASE LIPE 	20	17	6913.1	6731.3	-181.8	0.97570	1.00000
Rv3776	-	hypothetical protein Rv3776 	20	16	4152.0	3525.5	-626.5	0.84340	1.00000
Rv3777	-	PROBABLE OXIDOREDUCTASE 	13	10	1341.9	608.8	-733.1	0.23250	1.00000
Rv3778c	-	POSSIBLE AMINOTRANSFERASE 	14	0	0.0	0.0	0.0	1.00000	1.00000
Rv3779	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN ALANINE AND LEUCINE RICH 	40	32	3793.3	1756.5	-2036.9	0.14320	1.00000
Rv3780	-	hypothetical protein Rv3780 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv3781	rfbE	PROBABLE O-ANTIGEN/LIPOPOLYSACCHARIDE TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER RFBE 	13	0	0.0	0.0	0.0	1.00000	1.00000
Rv3782	-	POSSIBLE L-RHAMNOSYLTRANSFERASE 	17	0	0.0	0.0	0.0	1.00000	1.00000
Rv3783	rfbD	PROBABLE O-ANTIGEN/LIPOPOLYSACCHARIDE TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER RFBD 	8	0	0.0	0.0	0.0	1.00000	1.00000
Rv3784	-	POSSIBLE dTDP-GLUCOSE 4,6-DEHYDRATASE 	24	22	10315.6	8888.3	-1427.4	0.90400	1.00000
Rv3785	-	hypothetical protein Rv3785 	12	11	3310.1	2689.5	-620.6	0.75370	1.00000
Rv3786c	-	hypothetical protein Rv3786c 	20	17	7433.2	7358.4	-74.8	0.99010	1.00000
Rv3787c	-	hypothetical protein Rv3787c 	6	5	1361.8	943.3	-418.5	0.59880	1.00000
Rv3788	-	nucleoside diphosphate kinase regulator 	6	6	4883.2	4546.9	-336.3	0.91550	1.00000
Rv3789	-	POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	8	1	47.5	0.0	-47.5	1.00000	1.00000
Rv3790	-	PROBABLE OXIDOREDUCTASE 	24	0	0.0	0.0	0.0	1.00000	1.00000
Rv3791	-	short chain dehydrogenase 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv3792	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	31	0	0.0	0.0	0.0	1.00000	1.00000
